#Unit,Date,PageNum,PageID,Place1,Place2,Place3,activity,count,Place1_Geo,Place2_Geo,Place3_Geo,Location,longitude,latitude,name
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1916-12-02,116,AWD0000n6y,Courcelles,,,activity:strength,3.0,"[3.0139099999999996, 49.926749999999998, 'Buire-Courcelles']",,,"[3.0139099999999996, 49.926749999999998, 'Buire-Courcelles']",3.0139099999999996,49.92675,Buire-Courcelles
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1916-12-03,116,AWD0000n6y,Courcelles,,,activity:strength,5.0,"[3.0139099999999996, 49.926749999999998, 'Buire-Courcelles']",,,"[3.0139099999999996, 49.926749999999998, 'Buire-Courcelles']",3.0139099999999996,49.92675,Buire-Courcelles
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1916-12-18,118,AWD0000n2o,Courcelles,,,activity:strength,1.0,"[3.0139099999999996, 49.926749999999998, 'Buire-Courcelles']",,,"[3.0139099999999996, 49.926749999999998, 'Buire-Courcelles']",3.0139099999999996,49.92675,Buire-Courcelles
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1916-12-19,119,AWD0000n70,Courcelles,,,activity:strength,4.0,"[3.0139099999999996, 49.926749999999998, 'Buire-Courcelles']",,,"[3.0139099999999996, 49.926749999999998, 'Buire-Courcelles']",3.0139099999999996,49.92675,Buire-Courcelles
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1916-12-20,119,AWD0000n70,Courcelles,Louvencourt,,activity:strength,1.0,"[3.0139099999999996, 49.926749999999998, 'Buire-Courcelles']",,,"[3.0139099999999996, 49.926749999999998, 'Buire-Courcelles']",3.0139099999999996,49.92675,Buire-Courcelles
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-01-10,124,AWD0000n4e,Halloy,,,activity:strength,5.0,"[2.4255, 50.157130000000002, 'Halloy']",,,"[2.4255, 50.157130000000002, 'Halloy']",2.4255,50.15713,Halloy
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-01-13,124,AWD0000n4e,Halloy,,,activity:strength,1.0,"[2.4255, 50.157130000000002, 'Halloy']",,,"[2.4255, 50.157130000000002, 'Halloy']",2.4255,50.15713,Halloy
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-01-13,124,AWD0000n4e,Halloy,,,activity:strength,3.0,"[2.4255, 50.157130000000002, 'Halloy']",,,"[2.4255, 50.157130000000002, 'Halloy']",2.4255,50.15713,Halloy
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-01-15,125,AWD0000n6l,Halloy,,,activity:strength,6.0,"[2.4255, 50.157130000000002, 'Halloy']",,,"[2.4255, 50.157130000000002, 'Halloy']",2.4255,50.15713,Halloy
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-01-18,125,AWD0000n6l,Halloy,,,activity:strength,5.0,"[2.4255, 50.157130000000002, 'Halloy']",,,"[2.4255, 50.157130000000002, 'Halloy']",2.4255,50.15713,Halloy
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-01-19,125,AWD0000n6l,Halloy,,,activity:strength,7.0,"[2.4255, 50.157130000000002, 'Halloy']",,,"[2.4255, 50.157130000000002, 'Halloy']",2.4255,50.15713,Halloy
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-01-20,126,AWD0000n7h,Halloy,,,activity:strength,2.0,"[2.4255, 50.157130000000002, 'Halloy']",,,"[2.4255, 50.157130000000002, 'Halloy']",2.4255,50.15713,Halloy
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-01-20,126,AWD0000n7h,Halloy,,,activity:strength,1.0,"[2.4255, 50.157130000000002, 'Halloy']",,,"[2.4255, 50.157130000000002, 'Halloy']",2.4255,50.15713,Halloy
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-01-22,126,AWD0000n7h,Halloy,,,activity:strength,3.0,"[2.4255, 50.157130000000002, 'Halloy']",,,"[2.4255, 50.157130000000002, 'Halloy']",2.4255,50.15713,Halloy
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-01-24,126,AWD0000n7h,Halloy,,,activity:strength,7.0,"[2.4255, 50.157130000000002, 'Halloy']",,,"[2.4255, 50.157130000000002, 'Halloy']",2.4255,50.15713,Halloy
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-02-11,129,AWD0000n9t,Arras,,,activity:strength,5.0,"[2.7772210999999998, 50.291047999999996, 'Arras']",,,"[2.7772210999999998, 50.291047999999996, 'Arras']",2.7772210999999998,50.291047999999996,Arras
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-02-12,129,AWD0000n9t,Arras,Hauteville,,activity:strength,2.0,"[2.7772210999999998, 50.291047999999996, 'Arras']",,,"[2.7772210999999998, 50.291047999999996, 'Arras']",2.7772210999999998,50.291047999999996,Arras
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-02-19,131,AWD0000n5e,Arras,,,activity:strength,3.0,"[2.7772210999999998, 50.291047999999996, 'Arras']",,,"[2.7772210999999998, 50.291047999999996, 'Arras']",2.7772210999999998,50.291047999999996,Arras
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-02-20,131,AWD0000n5e,Arras,,,activity:strength,6.0,"[2.7772210999999998, 50.291047999999996, 'Arras']",,,"[2.7772210999999998, 50.291047999999996, 'Arras']",2.7772210999999998,50.291047999999996,Arras
3 DIVISION: 10 Battalion Royal Welsh Fusiliers,1917-03-17,135,AWD0000n3f,Berlencourt,,,activity:strength,2.0,"[2.4234539000000002, 50.279324799999998, 'Berlencourt-le-Cauroy']",,,"[2.4234539000000002, 50.279324799999998, 'Berlencourt-le-Cauroy']",2.4234539,50.2793248,Berlencourt-le-Cauroy
